,speciesID,scientificname,family,order,class,subdivision,data,raw.points,extent.xmin,extent.xmax,extent.ymin,extent.ymax,lon_hist,lat_hist,Centrl,rng_size,tmax_wt,tmax_sp,tmax_sm,tmax_at,tmin_wt,tmin_sp,tmin_sm,tmin_at,tave_wt,tave_sp,tave_sm,tave_at,ppt_wt,ppt_sp,ppt_sm,ppt_at,dd_0_wt,dd_0_sp,dd_0_sm,dd_0_at,dd5_wt,dd5_sp,dd5_sm,dd5_at,nffd_wt,nffd_sp,nffd_sm,nffd_at,pas_wt,pas_sp,pas_sm,pas_at,eref_wt,eref_sp,eref_sm,eref_at,cmd_wt,cmd_sp,cmd_sm,cmd_at,mat,mwmt,mcmt,td,map,ahm,dd_0,dd5,nffd,pas,emt,ext,eref,cmd
1027,5051,Basananthe berberoides,Passifloraceae,Malpighiales,Magnoliopsida,Spermatophytina,Native region,50,32.49999915,51.49999907,-2.000000354,14.99999958,37.74999913,14.74999958,6.499999613,16.99999993,33.7,37.2,31.8,33.6,15.1,19,18.5,17,244,281,251,253,0,45,480,108,0,0,0,0,1734,2103,1847,1834,90,92,92,91,0,0,0,0,509,696,566,546,509,651,131,438,25.7,24.5,23.8,0.6,633,56.5,0,7518,365,0,0.8,32,2317,1729
1052,1704,Agrostis mannii,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,16,5.499999256,47.99999909,-1.500000356,14.99999958,37.74999913,14.74999958,6.749999612,16.49999994,33.7,37.2,31.8,33.6,15.1,19,18.5,17,244,281,251,253,0,45,480,108,0,0,0,0,1734,2103,1847,1834,90,92,92,91,0,0,0,0,509,696,566,546,509,651,131,438,25.7,24.5,23.8,0.6,633,56.5,0,7518,365,0,0.8,32,2317,1729
1141,5370,Beilschmiedia lumutensis,Lauraceae,Laurales,Magnoliopsida,Spermatophytina,Native region,50,99.49999888,107.9999988,0.999999634,14.99999958,106.2499989,14.74999958,7.999999607,13.99999995,30.6,33.5,30.4,29.8,18.1,22.9,23.2,21.5,243,282,268,257,20,360,1404,648,0,0,0,0,1730,2109,1998,1868,90,92,92,91,0,0,0,0,419,529,431,386,399,259,0,88,26.2,26.7,23.4,3.3,2432,14.9,0,7705,365,0,5.6,33.1,1765,746
1194,263,Acacia fumosa,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Native region,50,32.49999915,47.99999909,2.999999626,14.99999958,37.74999913,14.74999958,8.999999603,11.99999995,33.7,37.2,31.8,33.6,15.1,19,18.5,17,244,281,251,253,0,45,480,108,0,0,0,0,1734,2103,1847,1834,90,92,92,91,0,0,0,0,509,696,566,546,509,651,131,438,25.7,24.5,23.8,0.6,633,56.5,0,7518,365,0,0.8,32,2317,1729
1417,20970,Globba geoffrayi,Zingiberaceae,Zingiberales,Liliopsida,Spermatophytina,Native region,50,101.9999989,107.9999988,9.999999598,14.99999958,106.2499989,14.74999958,12.49999959,4.999999982,30.6,33.5,30.4,29.8,18.1,22.9,23.2,21.5,243,282,268,257,20,360,1404,648,0,0,0,0,1730,2109,1998,1868,90,92,92,91,0,0,0,0,419,529,431,386,399,259,0,88,26.2,26.7,23.4,3.3,2432,14.9,0,7705,365,0,5.6,33.1,1765,746
1352,31374,Nectandra ramonensis,Lauraceae,Laurales,Magnoliopsida,Spermatophytina,Maxent prediction,25,-90.50000036,-77.00000041,6.99999961,14.49999958,-89.75000036,14.24999958,10.7499996,7.49999997,29.2,31.5,29.4,28.5,16.3,18.7,18.9,18,228,251,242,233,5,178,694,443,0,0,0,0,1579,1828,1759,1653,90,92,92,91,0,0,0,0,411,544,492,418,406,366,0,109,23.8,24.3,22.3,2,1321,25.6,1,6819,365,0,3.5,32.4,1865,881
1490,13495,Dalbergia salvanaturae,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Native region,50,-90.50000036,-87.50000037,12.99999959,14.49999958,-89.75000036,14.24999958,13.74999959,1.49999999,29.2,31.5,29.4,28.5,16.3,18.7,18.9,18,228,251,242,233,5,178,694,443,0,0,0,0,1579,1828,1759,1653,90,92,92,91,0,0,0,0,411,544,492,418,406,366,0,109,23.8,24.3,22.3,2,1321,25.6,1,6819,365,0,3.5,32.4,1865,881
653,557,Acanthopale decempedalis,Acanthaceae,Lamiales,Magnoliopsida,Spermatophytina,Maxent prediction,23,2.499999268,31.49999915,-13.50000031,13.99999958,4.249999261,13.74999958,0.249999635,27.49999989,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
922,5580,Berlinia auriculata,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,37,0.499999276,27.49999917,-6.000000338,13.99999958,4.249999261,13.74999958,3.999999621,19.99999992,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
939,2731,Ancistrochilus thomsonianus,Orchidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,12,2.499999268,27.49999917,-5.50000034,13.99999958,4.249999261,13.74999958,4.24999962,19.49999992,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
1000,1295,Aframomum citratum,Zingiberaceae,Zingiberales,Liliopsida,Spermatophytina,Maxent prediction,15,2.499999268,16.49999921,-4.000000346,13.99999958,4.249999261,13.74999958,4.999999617,17.99999993,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
1097,1362,Afrofittonia silvestris,Acanthaceae,Lamiales,Magnoliopsida,Spermatophytina,Maxent prediction,40,2.499999268,16.49999921,-1.500000356,13.99999958,4.249999261,13.74999958,6.249999612,15.49999994,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
1163,12703,Cuviera acutiflora,Rubiaceae,Gentianales,Magnoliopsida,Spermatophytina,Maxent prediction,18,-15.50000066,16.49999921,0.499999636,13.99999958,4.249999261,13.74999958,7.249999608,13.49999994,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
1190,1194,Aeollanthus trifidus,Lamiaceae,Lamiales,Magnoliopsida,Spermatophytina,Maxent prediction,6,2.499999268,16.49999921,1.499999632,13.99999958,4.249999261,13.74999958,7.749999606,12.49999995,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
1200,4905,Baphia pubescens,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,34,-11.50000068,27.49999917,1.99999963,13.99999958,4.249999261,13.74999958,7.999999605,11.99999995,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
1276,1385,Aganope leucobotrya,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,62,-13.50000067,14.99999922,3.999999622,13.99999958,4.249999261,13.74999958,8.999999601,9.999999958,33.3,39.4,34.5,35.6,17,24.9,23.9,21.2,251,321,292,284,0,29,346,82,0,0,0,0,1800,2463,2216,2117,90,92,92,91,0,0,0,0,496,678,552,551,496,649,206,469,28.7,28.8,24.1,4.7,457,84.7,0,8596,365,0,4,36.2,2277,1820
715,5881,Blotiella hieronymi,Dennstaedtiaceae,Polypodiales,Polypodiopsida,Polypodiophytina,Maxent prediction,16,-15.50000066,41.99999911,-12.00000031,13.49999958,14.24999922,13.24999959,0.749999635,25.49999989,31.7,38.5,34.5,35.1,13.9,22.2,23.5,20.1,228,304,290,276,0,10,233,55,0,0,0,0,1597,2305,2203,2043,90,92,92,91,0,0,0,0,495,696,560,555,495,686,327,500,27.5,28.8,21.6,7.2,298,125.7,0,8149,364,0,-1.4,37,2306,2008
945,4469,Aucoumea klaineana,Burseraceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,271,8.499999244,18.9999992,-6.000000338,13.49999958,14.24999922,13.24999959,3.749999621,19.49999992,31.7,38.5,34.5,35.1,13.9,22.2,23.5,20.1,228,304,290,276,0,10,233,55,0,0,0,0,1597,2305,2203,2043,90,92,92,91,0,0,0,0,495,696,560,555,495,686,327,500,27.5,28.8,21.6,7.2,298,125.7,0,8149,364,0,-1.4,37,2306,2008
960,1331,Aframomum sericeum,Zingiberaceae,Zingiberales,Liliopsida,Spermatophytina,Maxent prediction,26,8.499999244,27.49999917,-5.50000034,13.49999958,14.24999922,13.24999959,3.99999962,18.99999992,31.7,38.5,34.5,35.1,13.9,22.2,23.5,20.1,228,304,290,276,0,10,233,55,0,0,0,0,1597,2305,2203,2043,90,92,92,91,0,0,0,0,495,696,560,555,495,686,327,500,27.5,28.8,21.6,7.2,298,125.7,0,8149,364,0,-1.4,37,2306,2008
1024,793,Acridocarpus camerunensis,Malpighiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Native region,50,8.499999244,16.49999921,-4.000000346,13.49999958,14.24999922,13.24999959,4.749999617,17.49999993,31.7,38.5,34.5,35.1,13.9,22.2,23.5,20.1,228,304,290,276,0,10,233,55,0,0,0,0,1597,2305,2203,2043,90,92,92,91,0,0,0,0,495,696,560,555,495,686,327,500,27.5,28.8,21.6,7.2,298,125.7,0,8149,364,0,-1.4,37,2306,2008
1127,1374,Afrothismia winkleri,Burmanniaceae,Dioscoreales,Liliopsida,Spermatophytina,Maxent prediction,10,8.499999244,35.49999914,-1.500000356,13.49999958,14.24999922,13.24999959,5.999999612,14.99999994,31.7,38.5,34.5,35.1,13.9,22.2,23.5,20.1,228,304,290,276,0,10,233,55,0,0,0,0,1597,2305,2203,2043,90,92,92,91,0,0,0,0,495,696,560,555,495,686,327,500,27.5,28.8,21.6,7.2,298,125.7,0,8149,364,0,-1.4,37,2306,2008
1175,15611,Drypetes tessmanniana,Putranjivaceae,Malpighiales,Magnoliopsida,Spermatophytina,Occurrence data,4,8.499999244,16.49999921,0.499999636,13.49999958,14.24999922,13.24999959,6.999999608,12.99999994,31.7,38.5,34.5,35.1,13.9,22.2,23.5,20.1,228,304,290,276,0,10,233,55,0,0,0,0,1597,2305,2203,2043,90,92,92,91,0,0,0,0,495,696,560,555,495,686,327,500,27.5,28.8,21.6,7.2,298,125.7,0,8149,364,0,-1.4,37,2306,2008
1211,806,Acridocarpus staudtii,Malpighiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Native region,50,8.499999244,16.49999921,1.499999632,13.49999958,14.24999922,13.24999959,7.499999606,11.99999995,31.7,38.5,34.5,35.1,13.9,22.2,23.5,20.1,228,304,290,276,0,10,233,55,0,0,0,0,1597,2305,2203,2043,90,92,92,91,0,0,0,0,495,696,560,555,495,686,327,500,27.5,28.8,21.6,7.2,298,125.7,0,8149,364,0,-1.4,37,2306,2008
732,36998,Premna chrysoclada,Lamiaceae,Lamiales,Magnoliopsida,Spermatophytina,Occurrence data,2,-17.00000065,41.99999911,-12.00000031,12.99999959,-15.75000066,12.74999959,0.49999964,24.9999999,33.6,36.4,31.6,32.3,15.6,20.1,22.9,21.5,246,282,273,269,1,6,705,386,0,0,0,0,1753,2114,2044,1982,90,92,92,91,0,0,0,0,524,667,480,467,523,661,79,213,26.8,27,23.9,3.1,1097,33.5,0,7893,365,0,1.9,33.6,2138,1476
953,10997,Copaifera salikounda,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,32,-17.00000065,27.49999917,-6.000000338,12.99999959,-15.75000066,12.74999959,3.499999626,18.99999993,33.6,36.4,31.6,32.3,15.6,20.1,22.9,21.5,246,282,273,269,1,6,705,386,0,0,0,0,1753,2114,2044,1982,90,92,92,91,0,0,0,0,524,667,480,467,523,661,79,213,26.8,27,23.9,3.1,1097,33.5,0,7893,365,0,1.9,33.6,2138,1476
972,7779,Campylospermum schoenleinianum,Ochnaceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,38,-15.50000066,18.9999992,-5.50000034,12.99999959,-13.75000067,12.74999959,3.749999625,18.49999993,33.3,38.1,32,32.4,15.5,22.6,22.7,20.8,244,303,273,266,2,35,720,425,0,0,0,0,1733,2303,2049,1956,90,92,92,91,0,0,0,0,520,680,496,481,518,645,37,195,27.2,26.9,23.5,3.5,1183,31.4,0,8041,365,0,0.9,33.7,2177,1395
986,25294,Justicia jamisonii,Acanthaceae,Lamiales,Magnoliopsida,Spermatophytina,Maxent prediction,8,-15.50000066,41.99999911,-5.000000342,12.99999959,-13.75000067,12.74999959,3.999999624,17.99999993,33.3,38.1,32,32.4,15.5,22.6,22.7,20.8,244,303,273,266,2,35,720,425,0,0,0,0,1733,2303,2049,1956,90,92,92,91,0,0,0,0,520,680,496,481,518,645,37,195,27.2,26.9,23.5,3.5,1183,31.4,0,8041,365,0,0.9,33.7,2177,1395
1026,8269,Cassia aubrevillei,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Native region,50,-15.50000066,27.49999917,-4.000000346,12.99999959,-13.75000067,12.74999959,4.499999622,16.99999994,33.3,38.1,32,32.4,15.5,22.6,22.7,20.8,244,303,273,266,2,35,720,425,0,0,0,0,1733,2303,2049,1956,90,92,92,91,0,0,0,0,520,680,496,481,518,645,37,195,27.2,26.9,23.5,3.5,1183,31.4,0,8041,365,0,0.9,33.7,2177,1395
1238,39015,Raphionacme caerulea,Apocynaceae,Gentianales,Magnoliopsida,Spermatophytina,Maxent prediction,5,-15.50000066,27.49999917,1.99999963,12.99999959,-13.75000067,12.74999959,7.49999961,10.99999996,33.3,38.1,32,32.4,15.5,22.6,22.7,20.8,244,303,273,266,2,35,720,425,0,0,0,0,1733,2303,2049,1956,90,92,92,91,0,0,0,0,520,680,496,481,518,645,37,195,27.2,26.9,23.5,3.5,1183,31.4,0,8041,365,0,0.9,33.7,2177,1395
1296,1245,Aeschynomene deightonii,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,9,-15.50000066,1.499999272,3.999999622,12.99999959,-13.75000067,12.74999959,8.499999606,8.999999968,33.3,38.1,32,32.4,15.5,22.6,22.7,20.8,244,303,273,266,2,35,720,425,0,0,0,0,1733,2303,2049,1956,90,92,92,91,0,0,0,0,520,680,496,481,518,645,37,195,27.2,26.9,23.5,3.5,1183,31.4,0,8041,365,0,0.9,33.7,2177,1395
1297,10471,Cola acuminata,Loranthaceae,Santalales,Magnoliopsida,Spermatophytina,Maxent prediction,8,-17.00000065,1.499999272,3.999999622,12.99999959,-15.75000066,12.74999959,8.499999606,8.999999968,33.6,36.4,31.6,32.3,15.6,20.1,22.9,21.5,246,282,273,269,1,6,705,386,0,0,0,0,1753,2114,2044,1982,90,92,92,91,0,0,0,0,524,667,480,467,523,661,79,213,26.8,27,23.9,3.1,1097,33.5,0,7893,365,0,1.9,33.6,2138,1476
1317,2693,Anadelphia pumila,Poaceae,Poales,Liliopsida,Spermatophytina,Occurrence data,4,-15.50000066,1.499999272,4.49999962,12.99999959,-13.75000067,12.74999959,8.749999605,8.49999997,33.3,38.1,32,32.4,15.5,22.6,22.7,20.8,244,303,273,266,2,35,720,425,0,0,0,0,1733,2303,2049,1956,90,92,92,91,0,0,0,0,520,680,496,481,518,645,37,195,27.2,26.9,23.5,3.5,1183,31.4,0,8041,365,0,0.9,33.7,2177,1395
1380,522,Acalypha guineensis,Euphorbiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,13,-15.50000066,-7.500000692,6.499999612,12.99999959,-13.75000067,12.74999959,9.749999601,6.499999978,33.3,38.1,32,32.4,15.5,22.6,22.7,20.8,244,303,273,266,2,35,720,425,0,0,0,0,1733,2303,2049,1956,90,92,92,91,0,0,0,0,520,680,496,481,518,645,37,195,27.2,26.9,23.5,3.5,1183,31.4,0,8041,365,0,0.9,33.7,2177,1395
1381,44455,Terminalia scutifera,Combretaceae,Myrtales,Magnoliopsida,Spermatophytina,Maxent prediction,6,-17.00000065,-7.500000692,6.499999612,12.99999959,-15.75000066,12.74999959,9.749999601,6.499999978,33.6,36.4,31.6,32.3,15.6,20.1,22.9,21.5,246,282,273,269,1,6,705,386,0,0,0,0,1753,2114,2044,1982,90,92,92,91,0,0,0,0,524,667,480,467,523,661,79,213,26.8,27,23.9,3.1,1097,33.5,0,7893,365,0,1.9,33.6,2138,1476
1391,1558,Agelanthus guineensis,Loranthaceae,Santalales,Magnoliopsida,Spermatophytina,Native region,50,-15.50000066,-7.500000692,6.99999961,12.99999959,-13.75000067,12.74999959,9.9999996,5.99999998,33.3,38.1,32,32.4,15.5,22.6,22.7,20.8,244,303,273,266,2,35,720,425,0,0,0,0,1733,2303,2049,1956,90,92,92,91,0,0,0,0,520,680,496,481,518,645,37,195,27.2,26.9,23.5,3.5,1183,31.4,0,8041,365,0,0.9,33.7,2177,1395
978,3144,Anthostema aubryanum,Euphorbiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,120,-9.000000686,18.9999992,-6.000000338,12.49999959,2.249999269,12.24999959,3.249999626,18.49999993,34.4,38.8,32.8,34.8,17.8,25,23,20.8,261,319,279,278,0,72,482,160,0,0,0,0,1884,2443,2101,2057,90,92,92,91,0,0,0,0,528,663,518,546,528,591,84,386,28.4,27.5,25.1,2.5,714,53.8,0,8485,365,0,4.6,34.1,2255,1589
995,13497,Dalbergia setifera,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,109,-9.000000686,18.9999992,-5.50000034,12.49999959,2.249999269,12.24999959,3.499999625,17.99999993,34.4,38.8,32.8,34.8,17.8,25,23,20.8,261,319,279,278,0,72,482,160,0,0,0,0,1884,2443,2101,2057,90,92,92,91,0,0,0,0,528,663,518,546,528,591,84,386,28.4,27.5,25.1,2.5,714,53.8,0,8485,365,0,4.6,34.1,2255,1589
1321,1251,Aeschynomene kerstingii,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,27,-9.000000686,3.999999262,3.999999622,12.49999959,2.249999269,12.24999959,8.249999606,8.499999968,34.4,38.8,32.8,34.8,17.8,25,23,20.8,261,319,279,278,0,72,482,160,0,0,0,0,1884,2443,2101,2057,90,92,92,91,0,0,0,0,528,663,518,546,528,591,84,386,28.4,27.5,25.1,2.5,714,53.8,0,8485,365,0,4.6,34.1,2255,1589
1332,10454,Coffea togoensis,Rubiaceae,Gentianales,Magnoliopsida,Spermatophytina,Maxent prediction,21,-3.500000708,3.999999262,4.49999962,12.49999959,2.249999269,12.24999959,8.499999605,7.99999997,34.4,38.8,32.8,34.8,17.8,25,23,20.8,261,319,279,278,0,72,482,160,0,0,0,0,1884,2443,2101,2057,90,92,92,91,0,0,0,0,528,663,518,546,528,591,84,386,28.4,27.5,25.1,2.5,714,53.8,0,8485,365,0,4.6,34.1,2255,1589
1382,24019,Hyphaene macrosperma,Arecaceae,Asparagales,Liliopsida,Spermatophytina,Native region,50,0.499999276,3.999999262,5.999999614,12.49999959,2.249999269,12.24999959,9.249999602,6.499999976,34.4,38.8,32.8,34.8,17.8,25,23,20.8,261,319,279,278,0,72,482,160,0,0,0,0,1884,2443,2101,2057,90,92,92,91,0,0,0,0,528,663,518,546,528,591,84,386,28.4,27.5,25.1,2.5,714,53.8,0,8485,365,0,4.6,34.1,2255,1589
1038,31,Abarema racemiflora,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,27,-86.00000038,-75.00000042,-5.50000034,11.49999959,-85.75000038,11.24999959,2.999999625,16.99999993,30.8,32.7,30.2,29.6,19.3,21,21.4,20.5,250,268,258,250,137,175,783,810,0,0,0,0,1779,1985,1908,1810,90,92,92,91,0,0,0,0,437,551,467,425,300,376,0,0,25.7,26,24.6,1.4,1905,18.7,0,7482,365,0,9,32.8,1880,676
1039,10475,Cola attiensis,Malvaceae,Malvales,Magnoliopsida,Spermatophytina,Maxent prediction,24,-9.000000686,27.49999917,-5.50000034,11.49999959,22.24999919,11.24999959,2.999999625,16.99999993,35.7,39,32.6,34.5,12.9,20.3,21,17.4,243,297,268,260,0,61,484,162,0,0,0,0,1727,2243,1998,1897,89,92,92,91,0,0,0,0,605,742,548,588,605,681,104,426,26.7,26.3,23.2,3.1,707,51.9,0,7865,364,0,-3.5,33.9,2483,1816
1040,13061,Cynometra ananta,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,43,-11.50000068,18.9999992,-5.50000034,11.49999959,-2.750000711,11.24999959,2.999999625,16.99999993,35.3,37.2,31.5,33.8,18.6,24.3,22.2,20.7,269,308,268,273,6,131,546,213,0,0,0,0,1960,2341,2003,2011,90,92,92,91,0,0,0,0,550,630,490,532,544,499,48,322,27.9,26.5,26.1,0.5,896,42.4,0,8315,365,0,6.1,32.7,2202,1413
1098,9406,Chytranthus cauliflorus,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,23,-11.50000068,14.99999922,-4.000000346,11.49999959,-2.750000711,11.24999959,3.749999622,15.49999994,35.3,37.2,31.5,33.8,18.6,24.3,22.2,20.7,269,308,268,273,6,131,546,213,0,0,0,0,1960,2341,2003,2011,90,92,92,91,0,0,0,0,550,630,490,532,544,499,48,322,27.9,26.5,26.1,0.5,896,42.4,0,8315,365,0,6.1,32.7,2202,1413
1099,17262,Erythrococca columnaris,Euphorbiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Native region,50,5.499999256,27.49999917,-4.000000346,11.49999959,22.24999919,11.24999959,3.749999622,15.49999994,35.7,39,32.6,34.5,12.9,20.3,21,17.4,243,297,268,260,0,61,484,162,0,0,0,0,1727,2243,1998,1897,89,92,92,91,0,0,0,0,605,742,548,588,605,681,104,426,26.7,26.3,23.2,3.1,707,51.9,0,7865,364,0,-3.5,33.9,2483,1816
1257,21314,Gonolobus tobagensis,Apocynaceae,Gentianales,Magnoliopsida,Spermatophytina,Native region,50,-62.00000047,-56.0000005,0.999999634,11.49999959,-60.75000048,11.24999959,6.249999612,10.49999996,29.1,30.5,30,30.2,21.5,22.5,23.2,22.9,253,265,266,265,370,238,633,697,0,0,0,0,1817,1959,1981,1948,90,92,92,91,0,0,0,0,359,454,421,395,67,216,0,0,26.2,26.6,25.1,1.5,1938,18.7,0,7704,365,0,13.4,32.4,1629,283
1286,2781,Androsiphonia adenostegia,Passifloraceae,Malpighiales,Magnoliopsida,Spermatophytina,Maxent prediction,20,-13.50000067,27.49999917,1.99999963,11.49999959,-2.750000711,11.24999959,6.74999961,9.49999996,35.3,37.2,31.5,33.8,18.6,24.3,22.2,20.7,269,308,268,273,6,131,546,213,0,0,0,0,1960,2341,2003,2011,90,92,92,91,0,0,0,0,550,630,490,532,544,499,48,322,27.9,26.5,26.1,0.5,896,42.4,0,8315,365,0,6.1,32.7,2202,1413
1287,14518,Dioscorea gribinguiensis,Dioscoreaceae,Dioscoreales,Liliopsida,Spermatophytina,Native region,50,13.99999922,27.49999917,1.99999963,11.49999959,22.24999919,11.24999959,6.74999961,9.49999996,35.7,39,32.6,34.5,12.9,20.3,21,17.4,243,297,268,260,0,61,484,162,0,0,0,0,1727,2243,1998,1897,89,92,92,91,0,0,0,0,605,742,548,588,605,681,104,426,26.7,26.3,23.2,3.1,707,51.9,0,7865,364,0,-3.5,33.9,2483,1816
1365,1189,Aeglopsis mangenotii,Rutaceae,Sapindales,Magnoliopsida,Spermatophytina,Native region,50,-9.000000686,1.499999272,3.999999622,11.49999959,-2.750000711,11.24999959,7.749999606,7.499999968,35.3,37.2,31.5,33.8,18.6,24.3,22.2,20.7,269,308,268,273,6,131,546,213,0,0,0,0,1960,2341,2003,2011,90,92,92,91,0,0,0,0,550,630,490,532,544,499,48,322,27.9,26.5,26.1,0.5,896,42.4,0,8315,365,0,6.1,32.7,2202,1413
1370,10729,Commiphora dalzielii,Burseraceae,Sapindales,Magnoliopsida,Spermatophytina,Native region,50,-3.500000708,1.499999272,4.49999962,11.49999959,-2.750000711,11.24999959,7.999999605,6.99999997,35.3,37.2,31.5,33.8,18.6,24.3,22.2,20.7,269,308,268,273,6,131,546,213,0,0,0,0,1960,2341,2003,2011,90,92,92,91,0,0,0,0,550,630,490,532,544,499,48,322,27.9,26.5,26.1,0.5,896,42.4,0,8315,365,0,6.1,32.7,2202,1413
1440,1137,Aegiphila cephalophora,Lamiaceae,Lamiales,Magnoliopsida,Spermatophytina,Maxent prediction,16,-86.00000038,-77.00000041,6.99999961,11.49999959,-85.75000038,11.24999959,9.2499996,4.49999998,30.8,32.7,30.2,29.6,19.3,21,21.4,20.5,250,268,258,250,137,175,783,810,0,0,0,0,1779,1985,1908,1810,90,92,92,91,0,0,0,0,437,551,467,425,300,376,0,0,25.7,26,24.6,1.4,1905,18.7,0,7482,365,0,9,32.8,1880,676
1461,1552,Agave wercklei,Asparagaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,8,-86.00000038,-82.50000039,7.999999606,11.49999959,-85.75000038,11.24999959,9.749999598,3.499999984,30.8,32.7,30.2,29.6,19.3,21,21.4,20.5,250,268,258,250,137,175,783,810,0,0,0,0,1779,1985,1908,1810,90,92,92,91,0,0,0,0,437,551,467,425,300,376,0,0,25.7,26,24.6,1.4,1905,18.7,0,7482,365,0,9,32.8,1880,676
1489,521,Acalypha grisebachiana,Euphorbiaceae,Malpighiales,Magnoliopsida,Spermatophytina,Native region,50,-62.00000047,-60.50000048,9.999999598,11.49999959,-60.75000048,11.24999959,10.74999959,1.499999992,29.1,30.5,30,30.2,21.5,22.5,23.2,22.9,253,265,266,265,370,238,633,697,0,0,0,0,1817,1959,1981,1948,90,92,92,91,0,0,0,0,359,454,421,395,67,216,0,0,26.2,26.6,25.1,1.5,1938,18.7,0,7704,365,0,13.4,32.4,1629,283
1061,1794,Alafia whytei,Apocynaceae,Gentianales,Magnoliopsida,Spermatophytina,Maxent prediction,13,-11.50000068,18.9999992,-5.50000034,10.99999959,-6.750000695,10.7499996,2.749999625,16.49999993,34.6,36.1,31.1,32.6,16.7,23.3,21.5,20.2,256,297,263,264,7,148,637,265,0,0,0,0,1845,2244,1955,1938,90,92,92,91,0,0,0,0,557,618,493,511,550,470,40,263,27,26,24.5,1.5,1058,35,0,7982,365,0,2.3,32.7,2179,1323
