"","speciesID","scientificname","family","order","class","subdivision","data","raw.points","extent.xmin","extent.xmax","extent.ymin","extent.ymax","lon_hist","lat_hist","Centrl","rng_size","tmax_wt","tmax_sp","tmax_sm","tmax_at","tmin_wt","tmin_sp","tmin_sm","tmin_at","tave_wt","tave_sp","tave_sm","tave_at","ppt_wt","ppt_sp","ppt_sm","ppt_at","dd_0_wt","dd_0_sp","dd_0_sm","dd_0_at","dd5_wt","dd5_sp","dd5_sm","dd5_at","nffd_wt","nffd_sp","nffd_sm","nffd_at","pas_wt","pas_sp","pas_sm","pas_at","eref_wt","eref_sp","eref_sm","eref_at","cmd_wt","cmd_sp","cmd_sm","cmd_at","mat","mwmt","mcmt","td","map","ahm","dd_0","dd5","nffd","pas","emt","ext","eref","cmd"
"159",5670,"Betula gmelinii","Betulaceae","Fagales","Magnoliopsida","Spermatophytina","Native region",50,36.49999913,162.9999986,26.99999953,81.99999931,58.24999905,81.74999931,54.49999942,54.99999978,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"164",13055,"Cynoglossum imeretinum","Boraginaceae","Boraginales","Magnoliopsida","Spermatophytina","Maxent prediction",101,60.49999904,145.9999987,-9.000000326,45.49999946,142.2499987,45.24999946,18.24999957,54.49999979,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"173",37434,"Psathyrostachys juncea","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",71,30.49999916,162.9999986,28.99999952,81.99999931,58.24999905,81.74999931,55.49999942,52.99999979,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"191",19913,"Ficus subpisocarpa","Moraceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",330,96.99999889,145.9999987,-5.000000342,45.49999946,142.2499987,45.24999946,20.24999956,50.4999998,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"192",2092,"Allium ramosum","Amaryllidaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",68,-180,179.9999986,31.49999951,81.99999931,58.24999905,81.74999931,56.74999941,50.4999998,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"211",5674,"Betula humilis","Betulaceae","Fagales","Magnoliopsida","Spermatophytina","Maxent prediction",141,5.499999256,147.4999987,32.99999951,81.99999931,58.24999905,81.74999931,57.49999941,48.9999998,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"224",78,"Abies sibirica","Pinaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",398,27.99999917,162.9999986,33.9999995,81.99999931,58.24999905,81.74999931,57.99999941,47.99999981,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"231",45655,"Ulmus laevis","Ulmaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",3913,-9.500000684,89.49999892,34.4999995,81.99999931,58.24999905,81.74999931,58.24999941,47.49999981,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"237",35495,"Pinus sylvestris","Pinaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",160761,-80.0000004,162.9999986,34.9999995,81.99999931,58.24999905,81.74999931,58.49999941,46.99999981,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"243",25900,"Lathyrus sylvestris","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",11176,-9.500000684,89.49999892,35.4999995,81.99999931,58.24999905,81.74999931,58.74999941,46.49999981,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"277",2340,"Alpinia zerumbet","Zingiberaceae","Zingiberales","Liliopsida","Spermatophytina","Maxent prediction",508,87.99999893,145.9999987,0.999999634,45.49999946,142.2499987,45.24999946,23.24999955,44.49999983,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"280",46325,"Vicia pisiformis","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",570,-5.5000007,89.49999892,37.49999949,81.99999931,58.24999905,81.74999931,59.7499994,44.49999982,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"336",4309,"Astragalus wolgensis","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",33,30.49999916,89.49999892,40.49999948,81.99999931,58.24999905,81.74999931,61.2499994,41.49999983,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"340",4015,"Asparagus cochinchinensis","Asparagaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",93,77.99999897,145.9999987,4.49999962,45.49999946,142.2499987,45.24999946,24.99999954,40.99999984,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"347",35228,"Picea obovata","Pinaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",557,-180,179.9999986,41.49999947,81.99999931,58.24999905,81.74999931,61.74999939,40.49999984,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"353",3721,"Ardisia quinquegona","Primulaceae","Ericales","Magnoliopsida","Spermatophytina","Maxent prediction",139,67.99999901,145.9999987,5.499999616,45.49999946,142.2499987,45.24999946,25.49999954,39.99999984,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"389",25892,"Lathyrus rotundifolius","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",58,31.99999915,89.49999892,43.99999946,81.99999931,58.24999905,81.74999931,62.99999939,37.99999985,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"399",5574,"Berchemia floribunda","Rhamnaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",339,67.99999901,145.9999987,7.999999606,45.49999946,142.2499987,45.24999946,26.74999953,37.49999985,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"416",3573,"Arbutus unedo","Ericaceae","Ericales","Magnoliopsida","Spermatophytina","Maxent prediction",38371,-13.50000067,44.9999991,18.49999956,55.49999942,-7.250000687,55.24999942,36.99999949,36.99999986,6.9,10.9,16.3,12.4,2.2,4.7,10.4,7.1,46,78,134,98,302,201,247,330,63,18,0,9,183,353,775,486,28,64,92,83,6,3,1,2,24,135,204,68,0,3,3,0,8.9,14.1,4.2,9.8,1079,17.5,90,1798,268,11,-18.4,24.3,431,6
"417",1062,"Adina pilulifera","Rubiaceae","Gentianales","Magnoliopsida","Spermatophytina","Maxent prediction",26,96.99999889,145.9999987,8.499999604,45.49999946,142.2499987,45.24999946,26.99999953,36.99999986,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"426",25870,"Lathyrus latifolius","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",8475,-13.50000067,40.49999912,18.49999956,54.99999942,17.74999921,54.74999942,36.74999949,36.49999986,-0.6,10.1,20,11.1,-4.8,2.8,11.8,5.7,-27,64,159,84,134,121,208,196,350,53,0,25,27,315,1008,415,5,44,92,62,53,5,0,3,0,148,261,71,0,42,54,0,7,16.9,-3.7,20.6,658,25.9,428,1765,203,61,-26.8,30.4,480,96
"433",38536,"Quercus corrugata","Fagaceae","Fagales","Magnoliopsida","Spermatophytina","Maxent prediction",106,-109.5000003,9.999999238,6.99999961,43.49999946,10.749999241,43.24999947,25.24999954,36.49999985,9.1,15.8,26.5,18.7,3.2,7.5,16.2,10.8,62,117,213,147,205,185,118,258,41,7,0,2,260,654,1500,901,44,87,92,91,2,0,0,0,64,226,385,157,0,59,267,12,13.5,22.5,5.6,16.9,766,30.6,51,3315,314,2,-16.3,35.3,832,338
"437",36266,"Podocarpus macrophyllus","Podocarpaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",129,91.99999891,145.9999987,9.4999996,45.49999946,142.2499987,45.24999946,27.49999953,35.99999986,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"494",1986,"Allium altyncolicum","Amaryllidaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",10,36.49999913,89.99999892,48.99999944,81.99999931,58.24999905,81.74999931,65.49999938,32.99999987,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"529",2791,"Anemone uralensis","Ranunculaceae","Ranunculales","Magnoliopsida","Spermatophytina","Maxent prediction",30,36.49999913,89.49999892,49.99999944,81.99999931,58.24999905,81.74999931,65.99999938,31.99999987,-22.3,-16.6,1.7,-10.4,-30.6,-23.5,-5.8,-16.1,-265,-200,-20,-133,46,37,54,60,2375,1836,229,1215,0,0,16,2,0,0,0,0,46,37,48,60,0,0,0,0,0,0,0,0,-15.4,-0.9,-27.2,26.3,199,-27.4,5655,18,0,192,-53.4,16.5,0,0
"655",20133,"Fraxinus insularis","Oleaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",18,92.99999891,145.9999987,17.99999957,45.49999946,142.2499987,45.24999946,31.74999952,27.49999989,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"709",639,"Acer maximowiczianum","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",43,96.99999889,145.9999987,19.99999956,45.49999946,142.2499987,45.24999946,32.74999951,25.4999999,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"735",13211,"Cypripedium debile","Orchidaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",26,92.99999891,145.9999987,20.99999955,45.49999946,142.2499987,45.24999946,33.24999951,24.49999991,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"753",6517,"Buddleja formosana","Scrophulariaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",24,119.4999988,145.9999987,21.49999955,45.49999946,142.2499987,45.24999946,33.49999951,23.99999991,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"783",38115,"Punica granatum","Lythraceae","Myrtales","Magnoliopsida","Spermatophytina","Maxent prediction",352,25.49999918,75.49999898,23.49999954,46.99999945,39.24999913,46.74999945,35.2499995,23.49999991,1,15.4,27.9,15.2,-5.1,6,17.1,6.7,-21,107,225,109,150,131,169,123,314,32,0,14,34,636,1608,610,4,61,92,64,48,1,0,1,10,227,391,134,0,97,222,41,10.5,23.5,-3.6,27.2,573,35.8,360,2887,220,49,-26.5,38.9,762,360
"839",4218,"Astragalus denudatus","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",24,36.49999913,63.49999902,24.99999954,46.99999945,39.24999913,46.74999945,35.9999995,21.99999991,1,15.4,27.9,15.2,-5.1,6,17.1,6.7,-21,107,225,109,150,131,169,123,314,32,0,14,34,636,1608,610,4,61,92,64,48,1,0,1,10,227,391,134,0,97,222,41,10.5,23.5,-3.6,27.2,573,35.8,360,2887,220,49,-26.5,38.9,762,360
"846",2261,"Alnus sieboldiana","Betulaceae","Fagales","Magnoliopsida","Spermatophytina","Maxent prediction",166,122.4999988,145.9999987,23.99999954,45.49999946,142.2499987,45.24999946,34.7499995,21.49999992,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"885",42295,"Sorbus graeca","Rosaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",56,6.499999252,29.99999916,34.4999995,54.99999942,17.74999921,54.74999942,44.74999946,20.49999992,-0.6,10.1,20,11.1,-4.8,2.8,11.8,5.7,-27,64,159,84,134,121,208,196,350,53,0,25,27,315,1008,415,5,44,92,62,53,5,0,3,0,148,261,71,0,42,54,0,7,16.9,-3.7,20.6,658,25.9,428,1765,203,61,-26.8,30.4,480,96
"933",19624,"Festuca varia","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",63,6.499999252,50.49999908,35.4999995,54.99999942,17.74999921,54.74999942,45.24999946,19.49999992,-0.6,10.1,20,11.1,-4.8,2.8,11.8,5.7,-27,64,159,84,134,121,208,196,350,53,0,25,27,315,1008,415,5,44,92,62,53,5,0,3,0,148,261,71,0,42,54,0,7,16.9,-3.7,20.6,658,25.9,428,1765,203,61,-26.8,30.4,480,96
"974",54,"Abies firma","Pinaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",280,128.4999988,145.9999987,26.99999953,45.49999946,142.2499987,45.24999946,36.2499995,18.49999993,-2.9,6.9,19,12.7,-8.4,0.2,13.1,6,-57,35,160,93,259,200,315,371,564,132,0,32,12,188,1021,515,2,32,92,61,183,54,1,8,0,120,246,115,0,0,2,0,5.8,19,-6.9,25.9,1145,13.8,729,1737,187,244,-30.3,33.3,481,2
"1008",39994,"Salix helvetica","Salicaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",299,-5.5000007,24.49999918,37.49999949,54.99999942,17.74999921,54.74999942,46.24999946,17.49999993,-0.6,10.1,20,11.1,-4.8,2.8,11.8,5.7,-27,64,159,84,134,121,208,196,350,53,0,25,27,315,1008,415,5,44,92,62,53,5,0,3,0,148,261,71,0,42,54,0,7,16.9,-3.7,20.6,658,25.9,428,1765,203,61,-26.8,30.4,480,96
"1135",40038,"Salix silesiaca","Salicaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",188,11.99999923,40.49999912,40.49999948,54.99999942,17.74999921,54.74999942,47.74999945,14.49999994,-0.6,10.1,20,11.1,-4.8,2.8,11.8,5.7,-27,64,159,84,134,121,208,196,350,53,0,25,27,315,1008,415,5,44,92,62,53,5,0,3,0,148,261,71,0,42,54,0,7,16.9,-3.7,20.6,658,25.9,428,1765,203,61,-26.8,30.4,480,96
"1210",32422,"Onopordum cinereum","Asteraceae","Asterales","Magnoliopsida","Spermatophytina","Occurrence data",3,36.49999913,66.99999901,34.9999995,46.99999945,39.24999913,46.74999945,40.99999948,11.99999995,1,15.4,27.9,15.2,-5.1,6,17.1,6.7,-21,107,225,109,150,131,169,123,314,32,0,14,34,636,1608,610,4,61,92,64,48,1,0,1,10,227,391,134,0,97,222,41,10.5,23.5,-3.6,27.2,573,35.8,360,2887,220,49,-26.5,38.9,762,360
"1212",783,"Aconitum degenii","Ranunculaceae","Ranunculales","Magnoliopsida","Spermatophytina","Native region",50,11.99999923,40.49999912,43.49999946,54.99999942,17.74999921,54.74999942,49.24999944,11.49999996,-0.6,10.1,20,11.1,-4.8,2.8,11.8,5.7,-27,64,159,84,134,121,208,196,350,53,0,25,27,315,1008,415,5,44,92,62,53,5,0,3,0,148,261,71,0,42,54,0,7,16.9,-3.7,20.6,658,25.9,428,1765,203,61,-26.8,30.4,480,96
"1229",4234,"Astragalus hirtulus","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",9,25.49999918,50.49999908,35.4999995,46.99999945,39.24999913,46.74999945,41.24999948,11.49999995,1,15.4,27.9,15.2,-5.1,6,17.1,6.7,-21,107,225,109,150,131,169,123,314,32,0,14,34,636,1608,610,4,61,92,64,48,1,0,1,10,227,391,134,0,97,222,41,10.5,23.5,-3.6,27.2,573,35.8,360,2887,220,49,-26.5,38.9,762,360
"1307",733,"Achnatherum roshevitzii","Poaceae","Poales","Liliopsida","Spermatophytina","Native region",50,36.49999913,50.49999908,37.99999949,46.99999945,39.24999913,46.74999945,42.49999947,8.99999996,1,15.4,27.9,15.2,-5.1,6,17.1,6.7,-21,107,225,109,150,131,169,123,314,32,0,14,34,636,1608,610,4,61,92,64,48,1,0,1,10,227,391,134,0,97,222,41,10.5,23.5,-3.6,27.2,573,35.8,360,2887,220,49,-26.5,38.9,762,360
"1347",7689,"Campanula bohemica","Campanulaceae","Asterales","Magnoliopsida","Spermatophytina","Occurrence data",8,11.99999923,24.49999918,47.49999945,54.99999942,17.74999921,54.74999942,51.24999944,7.49999997,-0.6,10.1,20,11.1,-4.8,2.8,11.8,5.7,-27,64,159,84,134,121,208,196,350,53,0,25,27,315,1008,415,5,44,92,62,53,5,0,3,0,148,261,71,0,42,54,0,7,16.9,-3.7,20.6,658,25.9,428,1765,203,61,-26.8,30.4,480,96
"1392",20386,"Galium cracoviense","Rubiaceae","Gentianales","Magnoliopsida","Spermatophytina","Native region",50,13.99999922,24.49999918,48.99999944,54.99999942,17.74999921,54.74999942,51.99999943,5.99999998,-0.6,10.1,20,11.1,-4.8,2.8,11.8,5.7,-27,64,159,84,134,121,208,196,350,53,0,25,27,315,1008,415,5,44,92,62,53,5,0,3,0,148,261,71,0,42,54,0,7,16.9,-3.7,20.6,658,25.9,428,1765,203,61,-26.8,30.4,480,96
"1393",3476,"Arabis kazbegi","Brassicaceae","Brassicales","Magnoliopsida","Spermatophytina","Native region",50,36.49999913,48.99999908,40.99999947,46.99999945,39.24999913,46.74999945,43.99999946,5.99999998,1,15.4,27.9,15.2,-5.1,6,17.1,6.7,-21,107,225,109,150,131,169,123,314,32,0,14,34,636,1608,610,4,61,92,64,48,1,0,1,10,227,391,134,0,97,222,41,10.5,23.5,-3.6,27.2,573,35.8,360,2887,220,49,-26.5,38.9,762,360
"1426",763,"Acis rosea","Amaryllidaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",21,7.999999246,9.999999238,38.49999948,43.49999946,10.749999241,43.24999947,40.99999947,4.99999998,9.1,15.8,26.5,18.7,3.2,7.5,16.2,10.8,62,117,213,147,205,185,118,258,41,7,0,2,260,654,1500,901,44,87,92,91,2,0,0,0,64,226,385,157,0,59,267,12,13.5,22.5,5.6,16.9,766,30.6,51,3315,314,2,-16.3,35.3,832,338
"1430",4389,"Asyneuma giganteum","Campanulaceae","Asterales","Magnoliopsida","Spermatophytina","Native region",50,23.49999918,28.49999916,34.4999995,39.49999948,27.24999918,39.24999948,36.99999949,4.99999998,10.3,19,30.4,21.7,2.4,7.5,16.9,10.2,63,132,236,159,347,174,37,155,40,6,0,2,271,789,1712,1001,33,78,92,91,3,0,0,0,89,298,486,221,0,137,449,121,14.8,24.6,5.4,19.2,712,34.8,48,3773,293,3,-17.4,39,1094,707
"1433",42306,"Sorbus hibernica","Rosaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",7,-10.50000068,-6.000000698,50.99999943,55.49999942,-7.250000687,55.24999942,53.24999943,4.49999999,6.9,10.9,16.3,12.4,2.2,4.7,10.4,7.1,46,78,134,98,302,201,247,330,63,18,0,9,183,353,775,486,28,64,92,83,6,3,1,2,24,135,204,68,0,3,3,0,8.9,14.1,4.2,9.8,1079,17.5,90,1798,268,11,-18.4,24.3,431,6
"1451",2053,"Allium makrianum","Amaryllidaceae","Asparagales","Liliopsida","Spermatophytina","Native region",50,25.49999918,28.49999916,35.4999995,39.49999948,27.24999918,39.24999948,37.49999949,3.99999998,10.3,19,30.4,21.7,2.4,7.5,16.9,10.2,63,132,236,159,347,174,37,155,40,6,0,2,271,789,1712,1001,33,78,92,91,3,0,0,0,89,298,486,221,0,137,449,121,14.8,24.6,5.4,19.2,712,34.8,48,3773,293,3,-17.4,39,1094,707
"1478",761,"Acis longifolia","Amaryllidaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",149,8.499999244,9.999999238,40.99999947,43.49999946,10.749999241,43.24999947,42.24999947,2.49999999,9.1,15.8,26.5,18.7,3.2,7.5,16.2,10.8,62,117,213,147,205,185,118,258,41,7,0,2,260,654,1500,901,44,87,92,91,2,0,0,0,64,226,385,157,0,59,267,12,13.5,22.5,5.6,16.9,766,30.6,51,3315,314,2,-16.3,35.3,832,338
"1486",6619,"Bulbophyllum excavatum","Orchidaceae","Asparagales","Liliopsida","Spermatophytina","Native region",50,8.999999242,11.49999923,0.499999636,2.499999628,11.249999239,2.249999629,1.499999632,1.999999992,28.5,29,26.5,27.4,19.3,19.1,18.5,18.7,239,241,225,231,183,585,232,712,0,0,0,0,1693,1742,1605,1636,90,92,92,91,0,0,0,0,447,494,407,444,264,0,176,0,23.4,22.2,23.6,-1.4,1711,19.5,0,6676,365,0,8.8,28.4,1792,440
"1515",24473,"Indigofera linifolia","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",317,21.49999919,154.4999987,-38.50000021,38.49999948,142.2499987,-38.25000021,-3.65e-07,76.99999969,22.8,19.3,13.6,17.6,11.9,9.7,6,8.4,174,145,98,130,115,185,267,208,2,1,1,1,1116,885,440,740,89,92,92,91,0,1,8,1,598,307,156,416,482,138,0,208,13.7,10.1,16.3,-6.1,774,30.6,5,3181,364,10,-5.5,18.2,1477,828
"1516",6129,"Brachiaria subquadripara","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",212,-180,179.9999986,-38.50000021,37.49999949,142.2499987,-38.25000021,-0.50000036,75.9999997,22.8,19.3,13.6,17.6,11.9,9.7,6,8.4,174,145,98,130,115,185,267,208,2,1,1,1,1116,885,440,740,89,92,92,91,0,1,8,1,598,307,156,416,482,138,0,208,13.7,10.1,16.3,-6.1,774,30.6,5,3181,364,10,-5.5,18.2,1477,828
"1583",6050,"Boscia salicifolia","Capparaceae","Brassicales","Magnoliopsida","Spermatophytina","Maxent prediction",83,-18.00000065,47.99999909,-29.00000025,27.49999953,17.74999921,-28.75000025,-0.75000036,56.49999978,33.1,28,21.5,28.1,17.1,12.9,6.2,12,251,204,139,200,14,28,20,10,0,0,0,0,1803,1413,815,1363,90,92,92,91,0,0,0,0,849,506,321,673,835,478,301,663,19.9,14.7,24.7,-10,72,417.5,0,5394,365,0,3.4,22.4,2349,2277
"1589",42873,"Sterculia africana","Malvaceae","Malvales","Magnoliopsida","Spermatophytina","Maxent prediction",51,11.49999923,59.99999904,-29.00000025,26.49999953,17.74999921,-28.75000025,-1.25000036,55.49999978,33.1,28,21.5,28.1,17.1,12.9,6.2,12,251,204,139,200,14,28,20,10,0,0,0,0,1803,1413,815,1363,90,92,92,91,0,0,0,0,849,506,321,673,835,478,301,663,19.9,14.7,24.7,-10,72,417.5,0,5394,365,0,3.4,22.4,2349,2277
